Longitude,Latitude,Museum Name,Rank,Rating,Review Count
-105.0002242,39.7541032,The Money Museum at the Federal Reserve Bank - Denver Branch,41,4.0,190
-80.0328492,40.4567337,Bicycle Heaven,4,5.0,342
-68.2039739,44.3875773,Abbe Museum,26,4.0,222
-86.60727220000001,30.4042035,Indian Temple Mound and Museum,8,4.5,110
-92.2731402,34.7339587,ESSE Purse Museum,13,4.5,100
-90.8816594,32.3517156,Biedenharn Coca-Cola Museum,11,3.5,241
-122.2011432,47.6153704,Bellevue Arts Museum (BAM),4,4.0,130
-118.3560378,34.0747904,Los Angeles Museum of the Holocaust,63,4.5,105
-74.9232415,42.6997009,National Baseball Hall of Fame and Museum,1,4.5,"2,338"
-87.2125736,30.40915619999999,T.T. Wentworth Jr. Florida State Museum,22,4.0,87
-81.488366,40.524882,Warther Museum,1,5.0,266
-76.3122612,37.0058284,Fort Monroe's Casemate Museum,1,4.5,312
-77.24441230000001,39.8321372,Gettysburg Seminary Ridge Museum,11,4.5,386
-91.6576162,44.0596582,Minnesota Marine Art Museum,1,5.0,284
-131.6435943,55.3425878,Tongass Historical Museum,24,4.0,86
-90.0748701,35.123218,Metal Museum,26,4.0,206
-93.4979641,36.7130993,Veterans Memorial Museum,16,4.5,321
-90.06276369999999,29.9572584,The Presbytere,30,4.5,496
-117.6693522,35.6304115,Maturango Museum,1,4.5,71
-81.7651059,26.1260971,Collier County Museum,33,4.5,97
-81.79302150000001,26.1428968,Naples Depot Museum,26,4.5,124
-98.37336,40.8837736,Stuhr Museum of the Prairie Pioneer,1,4.5,147
-117.8190353,33.8894551,Richard Nixon Presidential Library and Museum,1,4.5,476
-119.7683431,39.1484666,Nevada State Railroad Museum,2,4.5,186
-72.0198478,44.4200506,Fairbanks Museum and Planetarium,3,4.5,103
-119.8089704,39.5217158,Terry Lee Wells Nevada Discovery Museum,9,4.5,154
-77.0291441,38.9001095,National Museum of Women in the Arts,59,4.5,213
-112.4412901,42.8600319,Museum of Clean,1,4.5,129
-97.7291965,30.2858055,LBJ Presidential Library,3,4.5,"1,714"
-90.0528575,35.1487317,Mud Island River Park,16,4.0,679
-104.9807549,39.7375032,Molly Brown House Museum,15,4.5,848
-94.5862454,39.0749606,The Money Museum,23,4.0,273
-77.02550699999999,38.8879326,National Museum of African Art,86,4.0,153
-111.7346582,33.45253,Commemorative Air Force Museum,2,4.5,269
-106.323819,42.8340951,Tate Geological Museum,3,4.5,73
-87.6729641,41.8561698,National Museum of Mexican Art,80,4.5,126
-81.3151295,29.8915785,Villa Zorayda Museum,41,4.5,264
-104.8213634,38.8338816,Ghost Town Museum,32,3.5,198
-90.1025426,30.0103282,New Orleans City Park,8,4.5,"2,988"
-73.9382042,40.7879827,Museum Mile,260,4.5,32
-121.9172563,37.8015087,Blackhawk Museum,1,4.5,211
-106.2934737,39.2511965,National Mining Hall of Fame & Museum,1,4.5,205
-87.9027089,30.5237443,Fairhope Museum,3,4.5,87
-82.7522221,27.898585,Armed Forces History Museum,4,4.5,213
-92.2690198,34.7464092,Historic Arkansas Museum,19,4.5,129
-95.2862215,29.647038,1940 Air Terminal Museum,37,4.5,105
-97.4675918,35.5056216,Oklahoma Railway Museum,40,4.0,43
-89.2062985,31.1943721,Armed Forces Museum,2,5.0,49
-88.871802,30.3935469,Ohr-O'Keefe Museum of Art,16,4.0,204
-104.8313398,41.1508678,Cheyenne Frontier Days Old West Museum,3,4.5,207
-78.868629,38.447779,Explore More Discovery Museum,6,4.5,74
-88.1546642,30.704571,Mobile Museum of Art,16,4.5,82
-71.11497729999999,42.3781623,Peabody Museum of Archaeology and Ethnology,14,4.5,96
-95.3859956,29.7217095,The Health Museum,58,3.5,113
-84.0707515,37.0155518,Harland Sanders Cafe and Museum,3,4.0,296
-79.064253,43.0863601,Niagara Wax Museum of History,23,3.5,61
-98.670059,35.54452,Stafford Air & Space Museum,1,5.0,98
-75.4564992,40.6067149,America on Wheels Museum,2,4.5,226
-97.0489815,28.0264293,Texas Maritime Museum,6,4.5,125
-82.5557508,35.5948365,aSHEville Museum,8,4.5,92
-105.5040197,40.3747985,Estes Park Museum,28,4.5,105
-82.0304859,26.8968035,Muscle Car City Museum,2,4.5,403
-80.0095015,40.4406911,Fort Pitt Museum,34,4.0,131
-117.1538745,32.7274775,San Diego Automotive Museum,85,4.0,161
-132.3854364,56.47102349999999,Wrangell Museum,5,4.5,84
-106.6991682,44.3482108,Jim Gatchell Memorial Museum,3,4.5,85
-109.0565308,44.52634219999999,Museum of the Plains Indian,7,5.0,193
-81.806039,26.1917113,The Holocaust Museum & Education Center of Southwest Florida,11,4.5,170
-72.3864463,41.3513257,Connecticut River Museum,2,4.5,120
-122.393585,37.7937938,San Francisco Railway Museum,135,4.0,75
-90.05070110000001,35.1483605,Fire Museum of Memphis,30,4.5,119
-84.3272197,33.7983632,David J. Sencer CDC Museum,66,4.0,56
-155.6658568,19.5429151,Hawaii Volcanoes National Park,1,4.5,"4,797"
-122.5799414,38.5788949,Sharpsteen Museum,11,4.5,79
-94.3461484,32.7556764,Jefferson Historical Museum,1,4.5,125
-72.68414609999999,41.9289672,New England Air Museum,1,4.5,190
-92.5807231,37.1067189,Laura Ingalls Wilder Historic Home and Museum,1,4.5,276
-90.4304789,42.4155767,Galena / Jo Daviess County Historical Society and Museum,4,4.5,194
-119.9713548,37.4894244,Mariposa Museum and History Center,1,4.5,119
-82.6305987,27.773945,St. Petersburg Museum of History,37,3.5,117
-83.0335474,29.1361744,Cedar Key Historical Society Museum,1,4.5,226
-76.9948699,38.8747798,National Museum of the United States Navy,125,4.5,84
-90.6016911,41.5309114,The Putnam Museum & Science Center,3,4.5,151
-110.1501133,38.9950906,John Wesley Powell River History Museum,4,4.5,103
-74.4485554,40.7958922,Morris Museum,6,4.5,95
-87.7825842,42.7282616,Racine Art Museum,7,4.5,60
-88.3816495,43.3202309,Wisconsin Auto Museum,2,4.5,42
-85.76177559999999,38.2567817,21c Museum Hotel,14,4.5,178
-84.57200519999999,42.737853,Michigan Historical Museum,3,4.5,128
-97.3687797,32.7432532,National Cowgirl Museum and Hall of Fame,19,4.5,152
-84.20245659999999,39.7658828,Dayton Art Institute,4,4.5,266
-87.60908010000001,41.89143199999999,Chicago Children's Museum,52,4.5,409
-120.143088,34.5923118,Elverhoj Museum,6,4.5,74
-118.2506749,34.0533219,The Museum of Contemporary Art,71,4.0,180
-96.3530658,30.5962937,George Bush Presidential Library and Museum,1,4.5,667
-122.403672,37.7860025,Contemporary Jewish Museum,124,4.0,144
-117.1509842,33.4974625,Temecula Museum,27,4.5,54
-83.92563040000002,35.9623102,Knoxville Museum of Art,10,4.0,198
-93.685931,32.5022413,Barksdale Global Power Museum,5,4.0,124
-78.8244424,37.3712811,Museum of the Confederacy-Appomattox,2,4.5,160
-77.3355622,38.8630989,NRA National Firearms Museum,1,4.5,261
-82.5513518,35.594646,Asheville Art Museum,67,3.5,71
-77.471809,38.748469,The Manassas Museum,2,4.0,94
-80.7941402,28.51876,Valiant Air Command Warbird Museum,3,4.5,223
-93.3212586,44.9383201,The Bakken Museum,34,4.5,72
-84.59877379999999,38.0329971,The Aviation Museum of Kentucky,21,4.5,82
-79.8436796,32.764173,Fort Sumter National Monument,9,4.5,"2,387"
-122.350849,47.6215818,Seattle Center,20,4.5,893
-116.4001724,33.7231529,Palm Springs Art Museum in Palm Desert,8,4.5,128
-80.8454667,32.0221802,Tybee Island Lighthouse Museum,2,4.5,"1,627"
-95.2437656,38.9585612,Biodiversity Institute & Natural History Museum,3,4.5,77
-106.720585,32.2998886,New Mexico Farm and Ranch Heritage Museum,5,4.5,245
-79.9312218,32.780744,Confederate Museum,61,4.0,187
-114.0619713,35.1904232,Mohave Museum of History and Arts,6,4.5,100
-107.2526178,33.130038,Geronimo Springs Museum,2,4.5,172
-110.9497821,32.2695176,Franklin Museum,23,5.0,75
-76.48305789999999,42.4467049,Johnson Museum of Art,11,4.5,131
-95.3781295,29.7359739,Buffalo Soldiers National Museum,53,4.5,78
-111.9403254,33.6923299,Penske Racing Museum,16,4.5,184
-73.9928695,40.72237519999999,New Museum,248,3.5,189
-134.4112402,58.3018499,Juneau-Douglas City Museum,29,4.0,77
-76.4536522,37.0193952,Virginia War Museum,6,4.5,102
-96.7018328,40.8199167,University of Nebraska State Museum,8,4.5,113
-111.4611602,36.9196487,John Wesley Powell Museum,13,4.0,105
-86.7805961,36.1724885,Musicians Hall of Fame and Museum,35,4.5,279
-75.12615009999999,40.3085621,James A. Michener Art Museum,4,4.5,219
-121.31431,37.9602519,The Haggin Museum,1,4.5,98
-89.38659,43.0744504,Wisconsin Historical Museum,19,4.0,63
-118.1650573,33.7635033,Long Beach Museum of Art,18,4.0,88
-86.8148046,33.5160139,Birmingham Civil Rights Institute,2,4.5,701
-75.0800745,38.3403425,Ocean City Life-Saving Station Museum,6,4.5,246
-84.5696531,33.227377,Marietta Museum of History,6,4.5,78
-81.1015065,32.0754846,Savannah Children's Museum,83,4.0,71
-90.05443509999999,35.1418771,Belz Museum of Asian & Judaic Art,13,5.0,182
-107.6698203,38.0227985,Ouray County Museum,10,4.5,117
-97.7049283,30.2975692,Thinkery,23,4.5,244
-111.0422344,45.679651,Gallatin History Museum,9,4.5,60
-120.8442638,35.3531957,Museum of Natural History,8,4.5,156
-77.91568629999999,34.1842069,Cameron Art Museum,18,4.0,96
-88.15597819999999,41.8549443,First Division Museum at Cantigny,2,5.0,166
-149.8874806,61.1956428,Wells Fargo History Museum,39,4.5,97
-99.2997574,38.8892355,Sternberg Museum of Natural History,1,4.5,146
-73.20269150000001,42.7111863,Williams College Museum of Art,2,4.5,170
-75.1391999,38.7740593,Zwaanendael Museum,9,4.0,103
-83.73944589999999,43.328224,Frankenmuth Historical Museum,9,4.0,145
-80.9223064,29.0257426,New Smyrna Museum of History,5,5.0,102
-81.3509416,28.5950986,Cornell Fine Arts Museum,8,4.5,69
-115.7530258,40.84190359999999,Northeastern Nevada Museum,2,4.5,77
-81.9535945,26.5616875,Southwest Florida Military Museum & Library,4,4.5,129
-118.3174656,37.4048545,Laws Railroad Museum,2,4.5,177
-82.74389889999999,28.1213321,Leepa-Rattner Museum of Art,11,4.5,61
-122.7177995,45.5084759,Portland Children's Museum,35,4.5,266
-93.6091265,41.5906361,State Historical Museum,14,4.5,115
-81.4202677,31.0700064,Jekyll Island Museum,6,4.0,233
-86.6503477,34.7121569,U.S. Space and Rocket Center,2,4.5,"1,790"
-81.3673008,28.5699932,Mennello Museum of American Art,136,4.0,38
-106.7636538,32.3199396,White Sands Missile Range,2,4.5,296
-108.2784182,32.7703688,Silver City Museum,1,4.5,146
-76.2947938,36.8474975,Hampton Roads Naval Museum,11,4.5,63
-69.6606515,44.56506230000001,Colby College Museum of Art,1,5.0,113
-90.0660814,29.9646663,Backstreet Cultural Museum,45,4.5,253
-85.88024639999999,41.7292697,RV/MH Hall of Fame and Museum,1,4.5,208
-81.31157569999999,29.8918644,Spanish Military Hospital Museum,22,4.5,338
-159.715,21.9708333,Kokee Natural History Museum,7,4.0,36
-109.073243,44.524982,Draper Natural History Museum,9,5.0,115
-86.78376659999999,36.1576313,Frist Center for Visual Arts,25,4.5,598
-107.810773,37.9398,Telluride Historical Museum,6,4.5,114
-106.3026213,35.88273909999999,Los Alamos Historical Museum,4,4.5,170
-86.31067,32.3794619,Hank Williams Museum,14,4.0,151
-80.44794999999999,27.85221,McLarty Treasure Museum,7,4.5,194
-121.5049898,38.5848232,Sacramento History Museum,19,4.0,81
-90.6458912,33.4496182,B.B. King Museum and Delta Interpretive Center,1,5.0,175
-76.61985,39.2850588,Geppi's Entertainment Museum,23,4.5,154
-112.458944,34.5435055,Smoki Museum,14,4.5,75
-89.08820349999999,42.2773045,Burpee Museum of Natural History,4,4.5,102
-75.4678502,40.60430849999999,Allentown Art Museum,9,4.5,97
-98.1305263,29.6956732,McKenna Children's Museum,8,4.5,127
-81.46122679999999,39.4214562,Campus Martius Museum,1,4.5,73
-114.4408939,36.5314996,Lost City Museum,3,4.5,92
-112.343652,43.189552,Idaho Potato Museum,1,4.0,140
-97.7386914,30.267165,Museum of The Weird,67,3.5,125
-75.1471998,39.9490386,National Liberty Museum,62,4.5,92
-80.2755451,25.7193051,Lowe Art Museum,9,4.0,64
-110.9754202,32.2234059,Tucson Museum of Art and Historic Block,29,4.0,154
-78.187781,38.1373577,Civil War Medical Museum,1,4.5,100
-111.8845147,40.758976,The Leonardo Museum,29,4.0,150
-109.8859015,31.4198651,Bisbee Mining & Historical Museum,2,4.5,281
-110.963835,32.231955,Arizona State Museum,31,4.5,102
-73.9872278,40.7434446,National Museum of Mathematics,200,3.5,198
-107.6645057,37.811941,San Juan County Historical Society,3,5.0,75
-109.8605286,42.8701341,Museum of the Mountain Man,1,4.5,134
-112.0763495,33.4447714,Phoenix Police Museum,45,4.5,56
-84.17236299999999,40.56444,Armstrong Air & Space Museum,1,4.5,177
-105.9230377,32.9184858,New Mexico Museum of Space History,3,4.0,364
-85.8202678,33.6965489,Anniston Museum of Natural History,1,4.5,95
-104.2294196,34.4662492,Billy the Kid Museum,1,4.0,127
-70.044854,41.29120400000001,Nantucket Shipwreck & Lifesaving Museum,10,4.5,107
-118.395063,34.02588370000001,Museum of Jurassic Technology,1,4.0,144
-78.9290316,35.99904739999999,Nasher Museum of Art at Duke University,13,4.0,170
